trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
176,False,"{'a': 0.5, 'e': 0.17052743088958636}",20,9,17.687130684036113,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
177,False,"{'a': 0.5, 'e': 0.1688221565806905}",25,7,-5.750318820273279,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
178,False,"{'a': 0.5, 'e': 0.1671339350148836}",20,0,1.14787832965224,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
179,False,"{'a': 0.5, 'e': 0.16546259566473476}",25,11,29.732338232920732,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.5, 'e': 0.16380796970808742}",25,15,3.1854714136191618,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
181,False,"{'a': 0.5, 'e': 0.16216989001100654}",20,10,20.841219114389585,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.5, 'e': 0.16054819111089647}",25,0,6.1223501238332245,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
183,False,"{'a': 0.5, 'e': 0.1589427091997875}",25,13,7.637871086709585,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
184,False,"{'a': 0.5, 'e': 0.15735328210778962}",20,14,16.265384601043767,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.5, 'e': 0.15577974928671173}",20,0,-35.090489342218724,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
186,False,"{'a': 0.5, 'e': 0.15422195179384462}",30,0,-54.20259104512593,"{0: 26, 1: 1, 2: 1, 3: 0, 4: 2}",0
187,False,"{'a': 0.5, 'e': 0.15267973227590617}",25,15,18.030175892161502,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.5, 'e': 0.1511529349531471}",20,16,6.6468154161910284,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.5, 'e': 0.14964140560361563}",20,2,-4.191645159364035,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
190,False,"{'a': 0.5, 'e': 0.14814499154757946}",30,17,21.43335575276692,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.5, 'e': 0.14666354163210368}",25,18,-0.3881383222107029,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
192,False,"{'a': 0.5, 'e': 0.14519690621578263}",20,16,8.281797790855022,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.5, 'e': 0.1437449371536248}",20,6,21.102524031695218,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.5, 'e': 0.14230748778208857}",30,16,26.215344999278962,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.5, 'e': 0.14088441290426768}",25,11,22.40367870386083,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.5, 'e': 0.139475568775225}",20,0,33.23510621534048,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
197,False,"{'a': 0.5, 'e': 0.13808081308747275}",20,6,14.279335508583152,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
198,False,"{'a': 0.5, 'e': 0.136700004956598}",20,11,6.493883764580886,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
199,False,"{'a': 0.5, 'e': 0.13533300490703204}",20,8,-26.380630701403707,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
200,False,"{'a': 0.5, 'e': 0.13397967485796172}",20,12,19.55523160554981,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.5, 'e': 0.1326398781093821}",25,0,16.773958064472787,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
202,False,"{'a': 0.5, 'e': 0.13131347932828827}",25,18,15.420507184217316,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.5, 'e': 0.1300003445350054}",25,9,21.076130036653048,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.5, 'e': 0.12870034108965533}",30,13,25.877831363997156,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.5, 'e': 0.1274133376787588}",25,9,9.152914273045097,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
206,False,"{'a': 0.5, 'e': 0.12613920430197118}",30,16,-26.003167758809358,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
207,False,"{'a': 0.5, 'e': 0.12487781225895148}",20,2,2.5234280907265547,"{0: 16, 1: 1, 2: 0, 3: 1, 4: 0}",1
208,False,"{'a': 0.5, 'e': 0.12362903413636196}",30,19,-0.9274782322598474,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
209,False,"{'a': 0.5, 'e': 0.12239274379499834}",30,17,21.251077024949,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.5, 'e': 0.12116881635704835}",30,15,14.402338422630667,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
211,False,"{'a': 0.5, 'e': 0.11995712819347787}",20,12,17.18864839040896,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.5, 'e': 0.11875755691154309}",25,2,12.739782095975148,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",1
213,False,"{'a': 0.5, 'e': 0.11756998134242766}",20,9,20.896751182510073,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.5, 'e': 0.11639428152900338}",25,0,21.339127352465027,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
215,False,"{'a': 0.5, 'e': 0.11523033871371334}",20,4,3.3725593093008395,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
216,False,"{'a': 0.5, 'e': 0.11407803532657622}",35,21,28.306827741337088,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.5, 'e': 0.11293725497331045}",30,18,22.268759494238818,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.5, 'e': 0.11180788242357734}",20,6,28.354515520525087,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.5, 'e': 0.11068980359934157}",20,9,19.34545501260852,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.5, 'e': 0.10958290556334815}",20,14,11.444283098870184,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.5, 'e': 0.10848707650771466}",30,2,-4.658336547183602,"{0: 24, 1: 1, 2: 2, 3: 1, 4: 0}",1
222,False,"{'a': 0.5, 'e': 0.10740220574263752}",20,11,15.892268311653172,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.5, 'e': 0.10632818368521114}",25,7,19.513684790757566,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
224,False,"{'a': 0.5, 'e': 0.10526490184835903}",25,19,8.334417485069926,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.5, 'e': 0.10421225282987544}",30,18,18.361305416189683,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.5, 'e': 0.10317013030157668}",30,17,12.052830427613795,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
227,False,"{'a': 0.5, 'e': 0.10213842899856092}",20,10,19.131895147285583,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.5, 'e': 0.10111704470857531}",25,16,15.707346460709982,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.5, 'e': 0.10010587426148955}",20,7,11.38273983400041,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
230,False,"{'a': 0.5, 'e': 0.09910481551887466}",30,16,1.950882402449498,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
231,False,"{'a': 0.5, 'e': 0.0981137673636859}",20,14,10.231183853589657,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.5, 'e': 0.09713262969004906}",30,20,13.221587169832379,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.5, 'e': 0.09616130339314856}",20,12,18.55749947391544,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.5, 'e': 0.09519969035921708}",30,5,21.2223896605457,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",1
235,False,"{'a': 0.5, 'e': 0.0942476934556249}",30,0,45.76387948843822,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
236,False,"{'a': 0.5, 'e': 0.09330521652106866}",20,8,20.317542078282834,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.5, 'e': 0.09237216435585796}",30,4,47.51687307334077,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.5, 'e': 0.09144844271229938}",30,7,30.388562946857547,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
239,False,"{'a': 0.5, 'e': 0.0905339582851764}",25,14,18.620612648226864,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.5, 'e': 0.08962861870232462}",25,12,6.998881760210593,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
241,False,"{'a': 0.5, 'e': 0.08873233251530138}",25,0,27.665403047418433,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
242,False,"{'a': 0.5, 'e': 0.08784500919014836}",30,18,-11.806421729408342,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
243,False,"{'a': 0.5, 'e': 0.08696655909824688}",25,7,33.238201424865004,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.5, 'e': 0.0860968935072644}",20,7,20.296148053459376,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.5, 'e': 0.08523592457219176}",25,0,29.919121928921342,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
246,False,"{'a': 0.5, 'e': 0.08438356532646984}",20,10,18.237924966102085,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.5, 'e': 0.08353972967320515}",30,4,35.17258455228181,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 0}",1
248,False,"{'a': 0.5, 'e': 0.0827043323764731}",25,16,3.758510636661465,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
249,False,"{'a': 0.5, 'e': 0.08187728905270836}",30,17,2.9312021917068507,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
250,False,"{'a': 0.5, 'e': 0.08105851616218128}",20,14,13.136044087494644,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.5, 'e': 0.08024793100055946}",35,14,36.830772702901896,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.5, 'e': 0.07944545169055386}",30,0,35.18410845149296,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",1
253,False,"{'a': 0.5, 'e': 0.07865099717364833}",20,0,31.885647342513,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
254,False,"{'a': 0.5, 'e': 0.07786448720191184}",20,13,0.10889550306394846,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
255,False,"{'a': 0.5, 'e': 0.07708584232989273}",30,12,24.44389722759204,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.5, 'e': 0.0763149839065938}",20,8,22.34306049804262,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.5, 'e': 0.07555183406752786}",25,13,19.494144560406006,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.5, 'e': 0.07479631572685258}",20,16,6.629655424034659,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.5, 'e': 0.07404835256958406}",20,14,10.459184966815213,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.5, 'e': 0.07330786904388821}",30,5,41.97391129433369,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.5, 'e': 0.07257479035344933}",20,11,18.0204407632788,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.5, 'e': 0.07184904244991484}",20,12,15.45232572132719,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.5, 'e': 0.07113055202541568}",25,11,24.825729028092756,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.5, 'e': 0.07041924650516153}",20,7,21.465590563858658,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.5, 'e': 0.06971505404010991}",20,13,15.659997296089516,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.5, 'e': 0.06901790349970881}",20,10,6.317999629741143,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
267,False,"{'a': 0.5, 'e': 0.06832772446471172}",25,4,9.802014503075636,"{0: 20, 1: 0, 2: 0, 3: 1, 4: 0}",1
268,False,"{'a': 0.5, 'e': 0.0676444472200646}",35,21,24.444253772230358,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.5, 'e': 0.06696800274786396}",25,18,15.45623638118448,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.5, 'e': 0.06629832272038531}",20,6,22.930374170828365,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.5, 'e': 0.06563533949318147}",30,17,10.299066818251575,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
272,False,"{'a': 0.5, 'e': 0.06497898609824965}",25,11,29.321724111406272,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.5, 'e': 0.06432919623726716}",25,12,25.377602695329205,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.5, 'e': 0.06368590427489448}",25,13,26.175566434862255,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.5, 'e': 0.06304904523214554}",35,21,21.24470442759423,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.5, 'e': 0.06241855477982408}",25,11,25.936100337031654,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.5, 'e': 0.06179436923202584}",20,2,-14.974329116742638,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
278,False,"{'a': 0.5, 'e': 0.06117642553970558}",35,28,11.014246337437,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.5, 'e': 0.06056466128430853}",20,5,24.71702244411435,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.5, 'e': 0.05995901467146544}",25,7,24.833153320428085,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.5, 'e': 0.059359424524750785}",20,16,8.395031756487402,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.5, 'e': 0.05876583027950327}",25,16,19.047621099614666,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.5, 'e': 0.05817817197670824}",20,10,18.709132738586078,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.5, 'e': 0.05759639025694116}",25,17,15.46830841478801,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.5, 'e': 0.057020426354371746}",20,16,8.618868539927034,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.5, 'e': 0.05645022209082803}",25,15,19.356061033168363,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.5, 'e': 0.05588571986991975}",20,16,9.753279378585624,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.5, 'e': 0.05532686267122055}",30,6,47.84436837686667,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.5, 'e': 0.05477359404450834}",30,15,27.64792083811247,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.5, 'e': 0.05422585810406326}",25,11,14.543566772953831,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
291,False,"{'a': 0.5, 'e': 0.05368359952302263}",30,14,29.55195079840903,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.5, 'e': 0.0531467635277924}",35,24,22.07997953543002,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.5, 'e': 0.05261529589251448}",20,9,6.614885763203918,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
294,False,"{'a': 0.5, 'e': 0.05208914293358933}",25,4,32.375493014498,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.5, 'e': 0.05156825150425344}",20,11,14.983433479728019,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.5, 'e': 0.0510525689892109}",20,11,20.275337398668007,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.5, 'e': 0.050542043299318794}",20,10,19.632669105366414,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.5, 'e': 0.050036622866325604}",20,3,28.781959418974868,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.5, 'e': 0.04953625663766235}",20,15,7.124195725588946,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.5, 'e': 0.04904089407128572}",20,8,24.835203931186417,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.5, 'e': 0.04855048513057287}",35,22,25.5667219466693,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.5, 'e': 0.04806498027926714}",25,7,33.258949857797596,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.5, 'e': 0.047584330476474465}",25,20,8.24443983457315,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.5, 'e': 0.04710848717170972}",30,11,32.303454664524175,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.5, 'e': 0.04663740229999262}",20,13,9.39402677185427,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.5, 'e': 0.046171028276992696}",25,15,20.920013012488358,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.5, 'e': 0.045709317994222766}",20,11,17.47031905506617,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.5, 'e': 0.04525222481428054}",20,11,8.501281123464253,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.5, 'e': 0.04479970256613774}",25,15,7.9475703678308545,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
310,False,"{'a': 0.5, 'e': 0.044351705540476356}",35,23,23.296094195123057,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.5, 'e': 0.043908188485071595}",20,10,17.018649266504728,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.5, 'e': 0.04346910660022088}",20,16,7.34657805250606,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.5, 'e': 0.04303441553421867}",20,16,7.649244267398409,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.5, 'e': 0.04260407137887648}",20,10,18.597916289572275,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.5, 'e': 0.04217803066508771}",20,14,12.49101825085426,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.5, 'e': 0.04175625035843684}",25,11,25.11706157219922,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.5, 'e': 0.041338687854852466}",25,16,15.49598391554653,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.5, 'e': 0.040925300976303945}",20,11,19.08626740244266,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.5, 'e': 0.0405160479665409}",20,14,14.32828030944129,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.5, 'e': 0.040110887486875496}",20,8,23.226403668569773,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.5, 'e': 0.03970977861200674}",30,16,22.20537782902202,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.5, 'e': 0.039312680825886674}",25,15,16.892124959513218,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.5, 'e': 0.038919554017627804}",30,14,6.3022709614318995,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
324,False,"{'a': 0.5, 'e': 0.03853035847745152}",20,12,13.121619103636414,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.5, 'e': 0.03814505489267701}",30,14,30.216240500941883,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.5, 'e': 0.03776360434375024}",25,19,13.131569549346226,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.5, 'e': 0.03738596830031274}",20,15,9.708088716074203,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.5, 'e': 0.03701210861730961}",30,21,20.411589082379322,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.5, 'e': 0.03664198753113651}",30,19,18.716595373045585,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.5, 'e': 0.036275567655825146}",20,3,17.885303737569572,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
331,False,"{'a': 0.5, 'e': 0.03591281197926689}",20,14,10.0383207126283,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.5, 'e': 0.03555368385947423}",25,12,16.473721424525753,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.5, 'e': 0.035198147020879485}",30,16,0.9799828176743222,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 0}",1
334,False,"{'a': 0.5, 'e': 0.03484616555067069}",20,15,6.056217314574842,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.5, 'e': 0.03449770389516398}",25,12,21.935319446435862,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.5, 'e': 0.03415272685621234}",25,13,23.00037338057274,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.5, 'e': 0.03381119958765022}",25,15,19.27224469529182,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.5, 'e': 0.03347308759177372}",30,16,28.432027370598952,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.5, 'e': 0.03313835671585598}",25,6,31.675328704882872,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.5, 'e': 0.03280697314869742}",25,5,24.044354752885553,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
341,False,"{'a': 0.5, 'e': 0.03247890341721044}",25,17,16.949914213885357,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.5, 'e': 0.03215411438303834}",25,17,15.471903030307365,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.5, 'e': 0.031832573239207955}",30,21,18.44033360074875,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.5, 'e': 0.031514247506815876}",20,13,13.488592239179493,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.5, 'e': 0.031199105031747717}",20,16,7.008070723548184,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.5, 'e': 0.03088711398143024}",20,10,23.38928141034856,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.5, 'e': 0.030578242841615935}",20,14,11.575772779940879,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.5, 'e': 0.030272460413199778}",20,14,12.069296692547738,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.5, 'e': 0.02996973580906778}",35,21,28.436209826895414,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.5, 'e': 0.0296700384509771}",20,10,19.085858766545748,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.5, 'e': 0.02937333806646733}",30,18,23.71637696902837,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.5, 'e': 0.029079604685802656}",20,9,20.502862451494845,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.5, 'e': 0.02878880863894463}",20,0,34.397703555203826,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
354,False,"{'a': 0.5, 'e': 0.02850092055255518}",20,7,27.40023180810405,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.5, 'e': 0.02821591134702963}",20,3,27.821783968770365,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.5, 'e': 0.027933752233559334}",20,10,17.47361361423257,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.5, 'e': 0.027654414711223742}",30,14,31.633915755629,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.5, 'e': 0.027377870564111503}",25,17,16.06948733112215,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.5, 'e': 0.027104091858470385}",25,13,24.465058806910307,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.5, 'e': 0.026833050939885684}",20,13,15.196311408323679,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.5, 'e': 0.026564720430486827}",20,7,20.21982197101119,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
